Los viajes de Gulliver (1960)	6,9
Lucha inmortal (2005)	7,1
Masters del universo	5,1
Mi gran amigo Joe (1998)	5,4
Mi monstruo y yo (2007)	6,6
Miedo y asco en Las Vegas (1998)	7,6
Mimzy, mas allá de la imaginación (2007)	6,5
Motin a bordo (1984)	8,0
Nancy Drew (2007)	5,9
Paradise (1982)	6,4
Parque Jurasico (1993)	7,8
Piratas (1986)	8,0
Piratas del Caribe. La maldicion de la Perla Negra (2003)	8,0
Piratas del caribe: El cofre del hombre muerto (2006)	7,3
Piratas del Caribe: En el fin del mundo (2007)	7,0
Rapa Nui (1994)	6,1
Rebelión a bordo (1962)	8,0
Rob Roy. La pasión de un rebelde (1995)	6,8
Robin Hood: Principe de los ladrones (1991)	6,7
Samsara (2001)	7,7
Shorts: La piedra mágica (2009)	4,7
Simbad y el ojo del tigre (1977)	5,9
Solo en casa 2: Perdido en Nueva York (1992)	5,7
Spy Kids	5,7
Spy Kids 2: La isla de los sueños perdidos	5,4
Spy Kids 3-D: Game over (2003)	4,1
Stardust (2007)	7,9
Superagente 86 de pelicula (2008)	6,8
Superagente Cody Banks 2: Destino Londres (2004)	4,1
Superdog: Underdog (2007)	4,4
Temblores 2: La respuesta (1996)	5,6
The horror bus (2005)	5,8
Tiburon (1975)	8,3
Tormenta blanca	6,4
Tras el corazón verde	6,9
Un puente hacia Terabithia (2007)	7,4
Una serie de catastróficas desdichas de Lemony Snickets (2004)	6,9
Viaje al centro de la tierra (2008)	5,9
Voluntad de hierro (1994)	6,1
Willow (1988)	7,1
Wolfhound: El guerrero (2007)	5,8
Zathura: Una aventura espacial (2005)	6,3
Zeppelin (1971)	5,9
Black hawk: Derribado (2001)	7,7
Boinas verdes (1968)	5,1
Codigos de guerra	5,8
Comando patos salvajes (1984)	6,6
Corazones de hierro (1989)	6,9
Cuando callan las trompetas (1998)	7,2
Cuando eramos soldados (2002)	6,9
Das Boot 2: La última misión	6,4
Directos al infierno (2005)	5,4
Doce del patíbulo (1967)	7,8
El cónsul Perlasca (2002)	7,1
El desafío de las águilas	7,7
El gran rescate (2005)	6,8
El Hundimiento (2004)	8,4
El médico de Stalingrado (1958)	6,0
El puente de Remagen (1969)	6,7
El puente sobre el río Kwai (1957)	8,5
El sargento de hierro (1986)	6,4
El tren (1964)	7,9
En honor a la verdad (1996)	6,6
Enemigo a las puertas (2001)	7,4
Escuadrón 633 (1964)	6,4
Fuego en la nieve (1949)	7,6
Gallipoli (1981)	7,7
J.S.A. Joint Security Area (2000)	7,8
Jarhead, el infierno espera (2005)	7,2
La batalla de Anzio (1968)	5,9
La batalla de Inglaterra (1969)	6,8
La batalla del Rio de la Plata (1956)	6,6
La bestia de la guerra (1988)	7,3
La brigada del diablo (1968)	6,6
La chaqueta metalica (1987)	8,4
La cima de los héroes (1959)	7,2
La cruz de hierro (1977)	7,5
La cruz de hierro (1977)	7,5
La delgada linea roja (1998)	7,5
La guerra de Hart (2002)	6,2
La patrulla (1978)	8,6
Los cañones de Navarone (1961)	7,6
Los panzers de la muerte	5,3
Los violentos de Kelly (1970)	7,5
Memphis Belle (1990)	6,7
Nacido el 4 de Julio (1989)	7,1
Operación Crossbow (1965)	6,6
Operación Pacífico (1959)	7,2
Pájaros de fuego (1990)	4,2
Platoon (1986)	8,2
Regreso al infierno (2006)	7,3
Rommel el zorro del desierto (1951)	7,1
Salvar al soldado Ryan (1998)	8,5
Senderos de gloria (1957)	8,6
Sin novedad en el frente (1979)	8,1
Stalingrado (1993)	7,5
Tiempos de gloria (1989)	8,0
Tigerland (2000)	7,1
Tora, Tora, Tora (1970)	7,5
Traffic (2004)	7,8
U-47, Comandante Prien (1958)	6,4
Un mundo azul oscuro (2002)	7,2
Unidad especial (2002)	5,9
Windtalkers (2002)	5,8
Y llegó el día de la venganza (1964)	6,6
100 Million BC (2008)	2,8
1997: Rescate en Nueva York (1981)	7,1
2001: Una odisea del espacio (1968)	8,4
2010: Odisea dos (1984)	6,6
2013 Rescate en L.A. (1996)	5,2
2024 Apocalipsis nuclear (1975)	6,6
A.I. Inteligencia artificial (2001)	6,9
Accion mutante (1993)	6,4
Alien 4: Resurección	6,1
Alien vs Alien (2007)	5,4
Alien vs Predator (2004)	5,4
Alien vs Predator 2 (2007)	4,9
Alien, el octavo pasajero (1979)	8,5
Aliens del abismo (1989)	3,4
Almas de metal (1973)	7,1
Androide (1982)	5,8
Animatrix	7,5
Apolo 13	7,5
Armageddon (1998)	6,0
Asesinos cibernéticos 2 (2009)	6,0
Avalon (2001)	7,2
Batman Forever (1995)	5,4
Battlestar Galactica ( 2003)	9,1
Ben 10: Carrera contra el tiempo (2007)	4,6
Boa vs. pitón (2004)	2,9
Brazil (1985)	8,0
Campo de batalla: La Tierra (2000)	2,3
Casshern	6,3
Cazador del espacio: Aventuras en la zona prohibida (1983)	4,7
Cazafantasmas 2 (1989)	6,1
Cocoon (1985)	6,6
Codificado (2003)	4,8
Código 46 (2003)	6,3
Creature (2004)	7,6
Cruzadas: Atrapado en el pasado (2006)	8,0
Cube (1997)	7,5
Curso de 1999 (1990)	5,0
Cyborg (1989)	4,3
Cypher (2002)	7,1
D.A.R.Y.L. Daryl (1985)	5,6
Dante 01 (2008)	5,0
Dark City (1988)	7,8
Deep Impact (1998)	5,9
Desafío total (1990)	7,4
Dias extraños (1995)	7,0
Dune (1984)	6,5
Dune, la leyenda (2000)	7,0
E.T., el extraterrestre (1982)	7,9
El cortador de cesped (1992)	5,0
El enigma de Jerusalen	5,3
El experimento Filadelfia (1984)	6,1
El hombre bicentenario	6,3
El juicio del increible Hulk	5,4
El planeta de los simios (2001)	5,4
El poder de un Dios (1990)	6,7
El quinto elemento (1997)	7,4
El regreso a las cavernas (2001)	3,2
El reino de las gárgolas (2007)	4,0
El sexto día (2000)	5,8
El Triangulo de las Bermudas (2005)	6,5
El último Starfighter: La aventura comienza (1984)	6,4
El unico (2001)	5,5
El valle de Gwangi (1969)	6,0
En los límites de la realidad (1983)	9,6
Encuentros en la Tercera Fase (1977)	7,8
Enemigo mio (1985)	6,5
Equilibrium (2002)	7,8
Esfera (1998)	5,6
Expediente X: Creer es la clave (2008)	5,9
Fahrenheit 451 (1966)	7,2
Fantasmas de Marte de John Carpenter (2001)	4,7
Flash Gordon (1980)	6,2
Frequency (2000)	7,3
Fuga del Bronx (1983)	2,4
Godzilla contra Mothra	5,7
Godzilla vs Gigan (1972)	4,9
Godzilla vs Hedorah (1971)	5,5
Godzilla vs King Kong (1962)	5,4
Han llegado (1996)	6,1
Hombres de negro II: Men in black II (2002)	5,6
Hombres de negro: Men in black (1997)	7,0
Ice planet: Planeta de hielo (2001)	5,4
Impacto profundo (2003)	5,9
Inteligencia artificial (2001)	6,9
Invasión: OVNI (1972)	4,1
Johnny Mnemonic	4,9
K-Pax (2001)	7,2
Komodo (1999)	3,7
Komodo 2: La isla maldita (2004)	4,2
Krull (1983)	5,9
La Amenaza de Andromeda (2008)	7,3
La bestia marina (2008)	7,4
La fuente de la vida (2006)	7,5
La guerra de los mundos (2005)	6,6
La mosca 2 (1989)	7,4
La noche del cometa (1984)	6,2
La rebelión de las máquinas (1986)	6,6
La sonámbula: Recuerdos del futúro (1998)	6,1
Las cronicas de Riddick	6,4
Leviathan (1989)	5,3
Los nuevos bárbaros (1982)	4,2
Los otros (2001)	7,8
Los sueños de Akira Kurosawa (1990)	7,6
Los Tommyknockers (1993)	5,1
Mad Max 2, el guerrero de la carretera (1981)	7,6
Mamut (2006)	6,0
Mars attack: Marte ataca (1996)	6,3
Mas de mil camaras velan por tu seguridad (2003)	3,7
Matrix (1999)	8,7
Matrix Reloaded (2003)	7,0
Matrix Revolutions (2003)	6,5
Memorias de un hombre invisible (1992)	5,7
Mi amigo Mac (1988)	2,9
Milagro en la Calle 8 (1987)	6,1
Minority Report (2002)	7,7
Minutemen: Viajeros del tiempo (2008)	3,6
Mision a Marte	5,1
Moebius	7,0
Moon (2009)	8,1
Mundo futuro (1976)	5,7
Next (2007)	6,2
Nuestros maravillosos aliados (1987)	6,1
NYC: Tornado terror (2008)	4,0
Outlander (2008)	6,5
Parque Jurasico 2 (2001)	7,8
Paycheck (2003)	6,1
Perdidos en el espacio (1998)	4,7
Pitch black (2000)	6,9
Profundidad seis (1989)	4,0
Proyecto Brainstorm (1983)	6,2
Proyecto Falcon (2000)	2,5
Regreso al futuro 2 (1989)	7,4
Regreso al futuro 3 (1990)	7,0
Replicant (2001)	6,5
Robocop (1987)	7,6
Robocop 2 (1990)	5,3
Robocop 3 (1993)	7,6
Robot Stories (2003)	6,1
Saturno 3 (1980)	4,4
Screamers 2: La caza (2009)	4,8
Serenity (2005)	8,0
Sky Captain y el mundo del mañana (2004)	6,3
Sleep Dealer (2008)	5,9
Star Wars I: La amenaza fantasma (1999)	6,4
Star Wars II: El ataque de los clones (2002)	6,8
Star wars III: La venganza de los Sith (2005)	7,9
Star Wars IV: Una nueva esperanza (1977)	8,8
Star Wars V: El imperio contraataca (1980)	8,8
Star Wars VI: El retorno del Jedi (1983)	8,3
Stargate. El Continuo (2008)	7,4
Stargate: El arca de la verdad (2008)	7,1
Stargate: Puerta a las estrellas (1994)	6,7
Starman (1984)	6,8
Starship Troopers 2: El héroe de la federación (2004)	3,5
Stranded: Náufragos (2002)	5,3
Sunshine (2007)	7,3
Superman (1978)	7,3
Supernova (2005)	4,2
Supernova: El fin del Universo (2000)	4,2
Terminator (1984)	8,1
The faculty (1999)	6,3
The Langoliers (1995)	5,8
Thx 1138 (1971)	6,8
Trancers (1985)	6,2
Tron (1982)	6,6
Ultimatum a la tierra (2008)	5,6
Webmaster (1998)	6,0
Wing commander (1999)	3,7
Yo, robot (2004)	7,0
Zardoz (1974)	5,6
Zone Troopers (1985)	4,9
12 hombres sin piedad (1957)	8,9
20.000 leguas de viaje submarino (1954)	7,2
A 23 pasos de Baker Street (1956)	6,9
Abajo el telon (1955)	6,7
Al rojo vivo (1949)	5,8
Amor en conserva (1949)	5,7
Armas al hombro (1918)	6,6
Arsenico por compasion (1944)	8,1
Atraco perfecto (1956)	8,2
Atrapa a un ladrón (1955)	7,5
Avaricia (1924)	7,6
Bésalas por mí (1957)	5,7
Brumas de traición (1954)	5,8
Caballero sin espada (1939)	8,4
Caballero y ladrón (1939)	6,3
Cara o cruz: Aguila o sol (1938)	3,8
Cautivos del mal	7,7
Ciudadano Kane (1941)	8,6
Con faldas y a lo loco (1959)	8,4
Con la muerte en los talones (1959)	8,6
Creemos en el amor	6,2
Cuando el destino nos alcance (1973)	7,0
Cuando ruge la marabunta (1954)	6,8
Cumbres borrascosas (1939)	7,9
Dama por un día (1933)	7,7
Daniel Boone (1936)	7,5
De aquí a la eternidad (1953)	7,9
De entre los muertos: Vértigo (1958)	8,6
Descalzos por el parque	6,9
Doctor Zhivago (1965)	8,0
El acorazado Potemkin (1925)	8,0
El apartamento (1960)	8,4
El bolero de Raquel (1957)	6,9
El bombero atomico (1952)	7,2
El bueno, el feo y el malo (1966)	9,0
El conflicto de los Hermanos Marx (1930)	7,6
El destino de Sissi (1957)	6,1
El dia mas largo (1962)	7,8
El enemigo público (1931)	7,8
El fantasma de la opera (2004)	7,2
El gabinete del Dr. Caligari (1920)	8,0
El gendarme desconocido (1941)	7,4
El gran dictador (1940)	8,4
El Guateque (1968)	7,4
El halcón Maltés (1941)	8,4
El hombre del brazo de oro (1955)	7,5
El jovencito Frankenstein (1974)	8,0
El ladron de Bagdad (1924)	7,8
El león de Esparta (1962)	6,7
El Mago (1949)	8,3
El maquinista de la general	8,3
El nacimiento de una nación (1915)	7,1
El nuevo caso del Inspector Clouseau (1964)	7,6
El padrecito (1964)	7,1
El profe (1971)	8,6
El retrato de Dorian Gray	7,6
El señor doctor (1965)	6,3
El siete machos (1951)	6,9
El supersabio (1948)	7,2
El tercer hombre (1949)	8,5
El triunfo de Tarzán (1943)	6,9
Gilda (1946)	6,9
Ha nacido una estrella (1937)	7,8
Había un padre (1942)	7,8
Habitación para dos (1965)	6,1
Horizontes perdidos (1937)	7,8
indiscreta (1958)	8,8
Intolerancia (1916)	8,2
Jack el destripador (1944)	7,6
Jaimito delantero centro (1983)	5,1
Jaimito huracan (1982)	3,7
L,Atalante (1934)	8,0
La carta (1940)	6,6
La cena de los acusados	8,0
La colina de la hamburguesa (1987)	6,5
La edad de oro (1930)	6,8
La extraña pareja (1968)	7,7
La fortaleza escondida (1958)	8,0
La gran sorpresa (1964)	6,6
La huelga (1924)	8,2
La isla del tesoro (1950)	7,0
La ley del silencio (1954)	8,4
La madre (1926)	8,5
La mujer del cuadro (1944)	7,9
La mujer pirata (1951)	6,6
La noche del cazador (1955)	8,2
La novia era él	6,9
La novia era él (1949)	6,9
La palabra: Ordet (1957)	7,7
La pasión de Juana de Arco (1928)	8,1
La quimera del oro (1925)	8,2
La reina de África (1951)	8,1
La sombra de una duda (1943)	8,2
La Tierra contra los platillos volantes (1956)	6,2
Las uvas de la ira (1940)	8,2
Laurel y Hardy: Dos pares de mellizos	7,4
Laurel y Hardy: En el oeste	7,8
Lo que el viento se llevo (1939)	8,2
Los 39 escalones (1935)	8,0
Los crímenes del museo de cera (1953)	7,0
Los hermanos Marx en el Oeste (1940)	6,7
Los inútiles (1953)	8,0
Los jovenes años de una reina (1954)	6,0
Los mejores años de nuestra vida (1946)	8,2
Los pajaros (1963)	7,9
Los tres mosqueteros (1942)	6,0
Los vikingos (1958)	7,0
Luces de la ciudad (1931)	8,5
Luz que agoniza (1944)	7,9
M, el vampiro de Dusseldorf (1931)	8,6
Mala semilla (1956)	4,5
Manos peligrosas (1953)	7,9
Margarita se llama mi amor	5,1
Marnie la ladrona (1964)	7,2
Matar un ruiseñor (1962)	8,5
Me siento rejuvenecer (1952)	7,1
Moby Dick, la ballena blanca (1956)	7,4
My Fair Lady	7,9
Nace una canción (1948)	7,0
Nacida para el mal (1950)	6,4
Nada (1947)	8,8
Nevada Express	6,6
No serás un extraño	6,7
Perdición (1944)	8,6
Pero... Quién mató a Harry (1955)	7,2
Pistoleros de agua dulce (1931)	7,6
Plumas de caballo (1932)	7,7
Por quién doblan las campanas (1943)	7,1
Punto límite (1964)	6,8
Qué alegría vivir (1961)	6,8
Que bello es vivir (1946)	8,7
Rebeca (1940)	8,4
Recuerda (1945)	7,7
Rio sin retorno (1954)	6,5
Sábado trágico (1955)	6,9
Sed de mal (1958)	8,4
Ser o no ser (1942)	8,0
Siete novias para siete hermanos (1954)	7,3
Simbad el Marino: Las aventuras de Simbad (1947)	5,4
Simbad y la princesa (1958)	7,1
Sonrisas y lágrimas  (1965)	7,9
Sopa de ganso (1933)	8,1
Su excelencia (1966)	7,2
Sucedió una noche (1934)	8,3
Te querré siempre (1954)	7,6
Testigo de cargo (1957)	8,4
Tienda de locos (1941)	6,4
Torpedo	7,3
Ulises (1955)	7,1
Umberto D (1952)	8,3
Un botín de 500.000 dólares (1974)	7,0
Un dia en las carreras (1937)	7,6
Un grito en la niebla (1960)	6,8
Un tranvía llamado deseo (1951)	8,1
Una mujer se rebela (1936)	6,5
Una noche en Casablanca (1946)	7,0
Una noche en la opera (1935)	8,0
Una tarde en el circo (1939)	6,8
Uno, dos, tres (1961)	6,2
Ya no creo en el amor (1954)	6,5
10 razones para odiarte (1999)	6,9
10, la mujer perfecta (1979)	5,8
100 chicas (2000)	5,8
102 Dálmatas (2000)	5,4
2001: despega como puedas (2000)	2,9
27 vestidos (2008)	6,1
3 Ninjas en el parque de atracciones (1998)	2,1
3 solteros y un biberón (1985)	6,6
50 primeras citas (2004)	6,8
7 mujeres 1 homosexual y Carlos (2004)	4,5
800 balas (2002)	6,4
A casa por vacaciones (1995)	6,3
A los cirujanos se les va la mano	5,1
A por todas: Vamos a triunfar (2007)	5,6
A proposito de Schmidt (2002)	7,3
Abajo el amor (2003)	6,4
Abajo el periscopio (1996)	5,4
ABC de amor (2005)	7,6
Abrígate (2007)	4,9
Acampa como puedas (1998)	4,5
Ace Vemtura: Un detective diferente (1993)	6,6
Ace Ventura 2: Operacion Africa (1995)	5,5
Ace Ventura Jr: Detective de mascotas (2009)	1,9
Ace Ventura, un detective diferente	6,6
Adam y ellas (2000)	6,2
Adaptation: El ladrón de orquídeas (2002)	7,9
Adíos a las vacaciones (2007)	7,3
Adivina quién (2005)	5,7
Agarralo como puedas (1988)	7,6
Agarralo como puedas 2 1/2, el aroma del miedo (1991)	6,6
Agarralo como puedas 33 1/3, el insulto final (1994)	6,1
Agárrame esos fantasmas (1996)	7,1
Agente juvenil (1991)	4,9
Ahí va ese bólido (1968)	6,3
Ahora o nunca (2008)	7,5
Al diablo con el diablo (2000)	5,9
Al sur de Granada (2003)	6,4
Alfie (2004)	6,1
Algo mas que un jefe	6,9
Algo pasa con Mary (1998)	7,2
Algo pasa en las Vegas (2008)	5,9
Algo salvaje (1986)	6,6
Ali G anda suelto (2002)	6,0
Almejas y mejillones (2000)	5,0
Alto, o mi madre dispara (1991)	3,3
Amarcord (1973)	7,8
Amelie (2001)	8,6
American Girls: Girl fever (2002)	4,9
American party (2003)	6,1
American pie (1999)	6,9
American pie 2 (2001)	6,2
American pie 3: Menuda boda (2003)	6,2
American pie 4: Campamento de bandas (2005)	5,0
American pie 5: Una fiesta de pelotas	5,0
American pie 6: Fraterninad beta (2007)	5,3
American playboy (2003)	6,1
Amo tu cama rica	6,8
Amor con preaviso (2002)	5,7
Amor sin condiciones (2002)	-
Amor y otros desastres (2006)	6,2
Angeles S.A. (2007)	6,9
Animales de compañía (2008)	5,8
Annie Hall (1977)	8,2
Año mariano (2000)	3,8
Año Uno (2009)	5,1
Apartamento para tres (1966)	7,8
Aquel excitante curso (1982)	7,2
Aquellas juergas universitarias (2003)	7,0
Aqui llega Condemor, el Pecador de la Pradera (1996)	1,9
Aqui llega Condemor: El pecador de la pradera	1,9
Aracnofobia (1990)	6,2
Arde Hollywood (1998)	3,4
Arizona baby (1987)	7,5
Arma fatal: Hot fuzz (2007)	8,0
Arthur, el soltero de oro (1981)	6,6
Asesino en serio (2002)	8,1
Asi es el amor (2001)	5,5
Asterix en los Juegos Olimpicos (2008)	4,9
Atasco en la nacional (2007)	4,5
Aterriza como puedas (1980)	7,8
Aterriza como puedas 2 (1982)	7,8
Atraco en la iglesia (2008)	3,4
Atrapado en el tiempo (1993)	8,1
Atrapado en un pirado: Meet Dave (2008)	4,7
Atun y chocolate (2004)	5,9
Austin Powers 2: La espia que me achucho (1999)	6,6
Austin Powers en miembro de oro (2002)	6,2
Avril	6,7
Baby Mamá (2008)	6,1
Baby tú vales mucho (1987)	5,7
Bagdad café (1987)	7,5
Balas sobre Broadway (1994)	7,5
Bandits: Bandidos (2001)	6,6
Be cool (2005)	5,6
Bean, lo último en cine catastrófico (1997)	5,7
Benny y Joon: el amor de los inocentes (1993)	6,9
Bernard y Doris (2008)	6,5
Beverly Hills Chihuahua (2008)	3,2
Bienvenido a casa (2006)	7,3
Bienvenido a Farewell-Gutmann (2008)	6,3
Bienvenidos al norte (2008)	7,0
Big Fat Liar, gordo mentiroso (2002)	5,2
Big nothing (2006)	6,8
Billy Elliot (2000)	7,7
Bitelchus (1988)	7,3
Blanco perfecto (2000)	5,4
Bodas y prejuicios (2004)	6,2
Bowfinger, el pícaro (1999)	6,4
Bowfinger, el pícaro (1999)	6,4
Bratz: La película (2007)	2,7
Bridget Jones: Sobreviviré (2004)	5,6
Brujas mágicas (1981)	1,8
Buen rollito: How high (2001)	5,5
Buen viaje, excelencia (2003)	5,8
Buffy, la cazavampiros (1992)	8,5
Bus stop (1956)	6,8
Buscando a Eva (1999)	6,4
Buscando a Kitty	7,7
Buscando a Susan desesperadamente (1985)	5,6
Buscando un beso a medianoche (2008)	7,4
Cachitos picantes	4,0
Cachorro (2004)	7,7
Cadete Kelly (2002)	5,3
Cafe solo o con ellas (2007)	4,7
Candida (2006)	8,3
Canguro Jack (2003)	4,1
Caotica Ana (2007)	6,3
Capri (1960)	5,9
Cariño estoy hecho un perro (2006)	4,0
Carlitos y el campo de los sueños (2008)	6,0
Carne de gallina (2001)	5,6
Cashback (2006)	7,5
Casi 300 (2008)	2,4
Casi 300: Meet the Spartans (2008)	1,6
Casi Divas (2008)	6,0
Casi famosos (2000)	8,0
Casi legal (2006)	4,8
Casper (1995)	5,7
Casting de pelotas (2006)	6,6
Casual day (2007)	6,1
Cavernícola (1981)	5,3
Caverrrrnicola: Carvernícola (2004)	5,3
Cecil B. Demente (2000)	5,9
Celebrity	6,1
Cero en conducta (1999)	6,4
Charlie Bartlett (2007)	7,2
Cheech y Chong: Como flotas tío (1980)	5,5
Chicas malas (2004)	7,0
Chicos monsters (1989)	5,4
Chicos y chicas (2000)	4,8
Chocolat (2000)	7,3
Chuecatown (2007)	5,8
Cita a ciegas (1987)	5,5
Citizen toxie: El vengador toxico 4 (2000)	6,4
Ciudadano bob Roberts (1992)	6,9
Clerks (1994)	8,0
Clerks 2 (2006)	7,7
Click (2006)	6,7
Club de amigas (2008)	5,0
Club desmadre (2004)	5,4
Club Paraíso (1986)	4,3
Codigo negro (2007)	4,0
Colega, donde esta mi coche (2000)	5,0
Colgado de Sara (2002)	5,0
Comida rápida, mujeres activas (2000)	6,3
Como Dios (2003)	6,6
Como en casa en ningún sitio (2008)	5,7
Cómo gané la guerra (1967)	5,7
Como humo se va (1978)	6,7
Como la vida misma (2008)	7,0
Como locos... a por el oro (2008)	5,4
Como perder a un chico en 10 dias (2003)	6,2
Como perder la cabeza	4,8
Como si fuera cierto	6,8
Como si fuera la primera vez (2004)	6,8
Con cariño desde el cielo (1996)	5,8
Con el arma a punto (1993)	5,6
Condenados a fugarse (1999)	6,1
Confesiones de una compradora compulsiva (2009)	5,6
Consejera matrimonial (2001)	6,1
Conversaciones con mi jardinero (2007)	7,0
Corredor de fondo (2008)	6,8
Cortocircuito (1986)	6,2
Cosas de tíos (2003)	5,5
Crimen Desorganizado (2001)	6,4
Crimen perfecto (2004)	8,1
Crueldad intolerable (2003)	6,4
Cuando llegamos (2005)	4,2
Cuando menos te lo esperas (2003)	6,8
Cuatro bodas y un funeral (1994)	7,1
Cuerpos de seguridad (2009)	6,5
Cueste lo que cueste	5,1
Cuestion de pelotas (2007)	6,6
Cuidado bebe suelto (1994)	4,9
Dame tu cuerpo (2003)	3,5
Daniel el travieso ataca de nuevo (1998)	3,6
Darwin Awards: Muertes de risa (2006)	5,8
Dave, presidente por un día (1993)	6,8
De boda en boda	7,2
De perdidos al río 2 (2009)	5,7
De vuelta a la Tierra (2001)	5,0
Declaradme culpable (2006)	7,1
Definitivamente, quizas	7,4
Dejala correr (2001)	5,2
Dejate caer (2007)	6,3
Deliciosa Martha (2001)	7,3
Desacuerdo perfecto	5,5
Desayuno con diamantes (1961)	7,8
Deseo compartido (2004)	5,7
Desmadre a la americana (1978)	7,6
Desmadre en la nieve (2003)	5,0
Desmadre vacacional (2009)	5,0
Desmontando a Harry (1997)	7,2
Despedida de soltero 2: La ultima tentacion (2008)	5,2
Devuelveme mi suerte (2006)	5,0
Di que si (2008)	7,0
Diario de una becaria (2003)	4,3
Diario de una niñera (2007)	6,1
Días de garaje (2002)	5,7
Dick y Jane, ladrones de risa	6,0
Dieciséis velas (1984)	7,0
Dime qué buscas y te daré... sexo (2004)	6,2
Dime que no es verdad (2001)	4,6
Disaster movie (2008)	1,6
Divina pero peligrosa (2001)	6,1
Doce en casa (2003)	5,6
Dogma (1999)	7,3
Dos colgados en Chicago (2001)	5,6
Dos rubias de pelo en pecho (2004)	5,0
Dos semanas (2006)	6,5
Dos tipos duros (2003)	6,2
Dos tontos muy tontos: Cuando Harry encontro a Lloyd (2003)	3,3
Dos vidas en un instante (1997)	6,8
Dos viejos cascarrabias (2004)	7,5
Dr. Dolittle (1998)	5,2
Dr. Dolittle 2 (2001)	4,7
Dr. Dolittle 3 (2006)	5,2
Dr. Dolittle 4 (2008)	5,2
Dr. Dolittle 5	5,2
Dr. T y las mujeres (2000)	4,7
Drácula, un muerto muy contento y feliz (1995)	5,1
Dudley de la montaña (1999)	3,6
Dulce hogar... a veces (1989)	6,9
Duplex (2003)	5,7
Eating out (2004)	6,0
Ed Wood (1994)	8,1
Efectos secundarios	6,3
Ejecutiva en apuros (2009)	5,4
Ejecutivo agresivo (2003)	6,1
El aguador: The waterboy (1998)	5,7
El Amor (Primera parte) (2005)	6,9
El amor apesta	5,3
El amor es lo que tiene (2005)	6,4
El amor no cuesta nada (2003)	4,5
El año de la garrapata (2004)	5,5
El arte de estrangular (2006)	6,3
El asombroso mundo de Borjamari y Pocholo (2004)	2,5
El ataque de los tomates asesinos (1978)	4,2
El autobús atómico (1976)	5,3
El ba&ntilde;o del papa	7,3
El balneario de Battle Creek (1994)	5,3
El bar coyote (2000)	5,3
El caballero negro (2001)	4,2
El Calentito (2005)	6,1
El camino de San Diego (2006)	7,1
El caramelo asesino (1999)	4,7
El charlatán (1992)	7,8
El chico de oro (1986)	5,4
El chico de tu vida (2004)	5,7
el chico nuevo (2003)	5,4
El cielo abierto (2001)	7,6
El cielo no puede esperar (2001)	5,4
El club de los cinco	7,9
El condon asesino (1996)	5,5
El Cuchitril de Joe (1996)	5,0
El cuerno de la abundancia (2008)	7,0
El declive del imperio americano (1986)	7,3
El destete de los hermanos Corso (1984)	4,2
El dia de la boda	5,5
El diablo metio la mano	5,7
El diablo se viste de Prada (2006)	6,8
El diablo viste a la moda (2006)	6,8
El diario de Bridget Jones (2001)	6,9
El dormilón	7,3
El empleado del mes (2006)	6,2
El Ete y el Oto (1983)	2,8
El frasco (2008)	6,8
El funeral del jefe (2001)	6,4
El gran despilfarro (1985)	6,0
El gran destino (2003)	7,0
El gran halcón (1991)	5,3
El gran Lebowski (1998)	8,2
El gran restaurante (1966)	6,7
El Grinch (2000)	5,6
El Guru de amor (2008)	3,8
El gurú del buen rollo (2008)	-
El gurú del sexo (2002)	5,5
El hermano más listo de Sherlock Holmes	5,7
El hijo de Rambow (2009)	7,2
El hombre con un zapato rojo (1985)	5,3
El hombre de California (1992)	5,1
El hombre perfecto	5,1
El inolvidable Simon Birch (1998)	6,7
El jardin de la alegria (2000)	6,8
El monstruo del armario (1987)	4,1
El nido vacio (2008)	6,6
El novato (1989)	6,9
El novio de mi madre (2006)	6,1
El oro de Moscú (2003)	4,6
El otro lado de la cama	6,7
El peque se va de marcha (1994)	4,9
El presidente y Miss Wade (1995)	6,8
El príncipe de Zamunda (1988)	6,8
El príncipe y yo (2004)	7,5
El profesor chiflado (1996)	5,7
El proyecto Andromeda (2006)	5,1
El regreso de los tomates asesinos (1988)	4,8
El regreso del Todopoderoso	5,6
El rey de California (2008)	6,8
El Rey del mando (2006)	7,0
El robobo de la jojoya (1991)	3,1
El Rompehuesos (1974)	6,2
El secreto de los fantasmas (1987)	7,8
El secreto de mi exito (1987)	6,1
El sheriff y el pequeño extraterrestre (1979)	5,8
El sueño de mi vida (2004)	6,1
El sueño de una noche de verano	7,1
El superpoderoso	5,9
El supersheriff (1980)	5,5
El tigre y la nieve (2005)	6,9
El Ultimo Show (2006)	7,0
El ultimo voto (2008)	6,1
El viaje hacia el mar (2003)	6,8
El weekend (2005)	5,8
Election (1999)	7,4
Elegidos para el triunfo (1993)	6,5
Elf (2003)	6,8
Ella es el chico (2006)	6,5
Ella es única (1996)	6,0
Ella me odia (2004)	5,3
Ellas y ellos	7,2
Ellos robaron la picha de Hitler	3,7
Elsa & Fred	7,6
Embrujada (2005)	7,9
Emma (1996)	6,8
En la puta vida	6,8
En lo mas crudo del crudo invierno	7,1
En lo más profundo del valle (2009)	5,1
En que piensan las mujeres (2000)	6,3
Enamórate (2003)	5,4
Enloquecidas (2008)	5,1
Entre pillos anda el juego (1983)	7,4
Epic movie (2007)	2,2
